category,a,b,c,d,e,f,g,h,i
fountain,4.97017e+07,3.2739e+14,2.06993e+18,3.52752e+16,-2.37171e+33,-2.607e+23,9.2322e+33,0.0534161,0.176051
fountain,4.68936e+07,3.05945e+14,2.04382e+18,2.68574e+16,5.34658e+33,-4.49622e+23,-3.3179e+33,0.0554683,0.168501
fountain,4.54811e+07,3.57874e+14,1.51253e+18,3.35062e+16,-4.39193e+32,-3.09579e+23,7.53016e+33,0.0543554,0.166233
fountain,4.19337e+07,2.22254e+14,1.83507e+18,1.34328e+16,1.60944e+33,-1.83103e+23,1.36292e+33,0.0557884,0.159281
fountain,4.77435e+07,1.63373e+14,2.39637e+18,8.0701e+16,3.54881e+34,-1.03115e+24,2.7271e+32,0.0530388,0.174049
fountain,5.15247e+07,4.00375e+14,2.02849e+18,3.48823e+16,9.17349e+33,-6.96216e+23,-1.3943e+33,0.0513986,0.179827
fountain,5.58825e+07,3.24874e+14,3.32461e+18,6.05639e+16,5.84677e+31,-4.91939e+23,2.71763e+34,0.0500767,0.187562
fountain,4.52891e+07,1.70584e+14,2.6342e+18,7.09644e+16,2.06253e+34,-7.99563e+23,2.27154e+34,0.0550024,0.165324
fountain,4.88024e+07,2.87285e+14,2.11719e+18,6.83351e+16,1.07783e+34,-8.26355e+23,2.36523e+34,0.0531331,0.173957
fountain,5.0282e+07,3.44335e+14,2.1259e+18,4.33638e+16,1.30938e+34,-8.04537e+23,-1.37905e+33,0.0532136,0.176938
fountain,4.59841e+07,2.15858e+14,1.98511e+18,4.87154e+16,6.47926e+33,-5.75751e+23,1.36938e+34,0.0551578,0.168823
fountain,5.18996e+07,3.40459e+14,1.89059e+18,5.79537e+16,9.73922e+33,-8.32246e+23,1.6527e+34,0.0511307,0.183245
fountain,5.08675e+07,2.99808e+14,2.62721e+18,4.18541e+16,1.38775e+34,-7.22553e+23,1.96563e+32,0.0533506,0.177778
fountain,5.21252e+07,3.28364e+14,2.31993e+18,4.98924e+16,1.67978e+34,-9.01132e+23,-2.44059e+33,0.0536666,0.18145
frog,3.1616e+08,1.18394e+16,2.00101e+20,1.87795e+19,1.13543e+39,1.70964e+27,1.89896e+38,0.0335748,0.521681
frog,1.11433e+08,1.7112e+15,8.66642e+18,1.04229e+18,8.19356e+35,3.7627e+25,3.02355e+36,0.0600264,0.567392
frog,1.1141e+08,1.71081e+15,8.53159e+18,6.68799e+17,8.07095e+35,2.63754e+25,-1.3787e+36,0.0596983,0.567271
frog,8.91768e+07,1.18748e+15,4.0915e+18,4.47456e+17,-8.01299e+34,-1.98964e+23,-6.00109e+35,0.0469564,0.578413
frog,9.61276e+07,1.16813e+15,2.76287e+18,6.4295e+16,2.63002e+34,1.1948e+24,-6.52925e+33,0.0485037,0.575771
frog,3.38609e+08,1.24514e+16,2.6055e+20,1.91738e+19,1.26139e+39,1.43092e+27,4.95486e+38,0.0340506,0.538255
frog,6.74122e+08,6.1855e+16,1.19843e+21,8.82451e+19,2.3605e+40,2.19471e+28,-1.632e+40,0.034814,0.525408
frog,9.61289e+07,1.30273e+15,2.31268e+18,9.50795e+16,1.51296e+34,-1.46187e+24,4.19394e+34,0.0490364,0.574661
frog,9.61108e+07,1.30471e+15,2.07533e+18,1.49702e+17,7.68889e+34,3.38281e+24,3.24147e+34,0.0499386,0.575393
frog,6.41778e+07,7.0739e+14,3.79063e+17,4.72043e+16,-1.6834e+33,1.11221e+24,-6.0858e+33,0.149272,0.502859
frog,6.41906e+07,7.07453e+14,3.56898e+17,1.20004e+17,-1.16839e+34,2.41226e+24,2.19151e+34,0.149762,0.503355
frog,6.54081e+08,7.09287e+16,9.859e+20,1.1344e+20,3.32175e+40,3.02104e+28,1.83257e+40,0.0328809,0.519027
frog,6.54029e+08,7.09321e+16,9.87138e+20,9.86737e+19,2.98157e+40,2.57872e+28,-7.70755e+39,0.0325087,0.518827
frog,5.69169e+07,4.49596e+14,4.83334e+17,9.75704e+16,1.386e+34,2.01731e+24,-1.60267e+34,0.15043,0.482117
frog,5.6922e+07,4.49937e+14,5.10847e+17,1.75167e+17,2.09162e+34,3.29169e+24,4.80434e+34,0.15043,0.482117
Glas,8.9103e+08,2.19489e+17,3.81008e+21,2.00135e+21,5.51408e+42,9.2953e+29,3.70312e+41,0.0332292,0.449584
Glas,1.27053e+09,3.74205e+17,5.0031e+21,1.23991e+21,3.04478e+42,7.39887e+29,5.15963e+41,0.024424,0.546474
Glas,7.66512e+08,2.1474e+17,4.63932e+21,2.11285e+21,6.60732e+42,9.75058e+29,3.19037e+41,0.0306816,0.485632
Glas,8.61979e+08,1.33592e+17,5.31172e+21,8.72406e+20,1.8409e+42,3.14145e+29,3.71422e+41,0.0388725,0.416142
Glas,8.08471e+08,1.03095e+17,4.49936e+21,2.4509e+20,2.28095e+41,7.18723e+28,1.19222e+41,0.0435261,0.38311
Glas,1.04952e+09,2.27345e+17,9.07558e+21,2.84737e+21,1.43918e+43,1.33463e+30,1.54471e+42,0.0276705,0.485466
Glas,9.87223e+08,1.9886e+17,7.38938e+21,1.75458e+21,6.31597e+42,7.51718e+29,1.51645e+41,0.0313171,0.456674
Glas,1.11822e+09,2.74961e+17,8.02799e+21,2.11585e+21,8.68506e+42,1.09969e+30,7.82903e+41,0.0259727,0.51124
Glas,1.01676e+09,2.40528e+17,7.67122e+21,2.5508e+21,1.12567e+43,1.24004e+30,7.78819e+41,0.0282976,0.474708
Glas,9.56413e+08,1.66543e+17,7.47238e+21,1.5173e+21,5.02656e+42,6.01918e+29,9.14196e+41,0.0352059,0.448246
Glas,8.15613e+08,8.04797e+16,6.62427e+21,1.78677e+21,6.12334e+42,4.93352e+29,5.40094e+41,0.0309429,0.447188
Glas,1.00379e+09,2.60556e+17,7.15291e+21,2.46891e+21,1.03745e+43,1.25354e+30,1.2608e+41,0.0290434,0.460741
Glas,1.04404e+09,2.20693e+17,9.26637e+21,3.13249e+21,1.67056e+43,1.46997e+30,-2.39751e+42,0.0293417,0.480091
Glas,1.09173e+09,2.35597e+17,7.97671e+21,1.85334e+21,7.03083e+42,8.72343e+29,1.16073e+42,0.0247838,0.542011
Glas,1.21103e+09,3.47487e+17,6.08777e+21,1.07115e+21,2.64253e+42,5.99119e+29,7.06277e+41,0.0239801,0.552288
guitar,2.4839e+09,4.06798e+18,1.38492e+23,9.25198e+22,1.04727e+46,1.86605e+32,-4.67521e+43,0.0367979,0.373655
guitar,9.82981e+07,7.90195e+15,6.51948e+19,5.13508e+19,2.97107e+39,4.56347e+27,2.40279e+37,0.0754067,0.287833
guitar,7.63333e+08,3.60958e+17,1.02917e+22,7.72369e+21,6.8862e+43,4.63118e+30,-2.26696e+41,0.0591672,0.319617
guitar,6.30033e+06,2.45829e+13,4.80614e+16,3.14619e+16,1.22096e+33,1.54846e+23,7.76041e+31,0.105014,0.315287
guitar,9.96178e+08,6.85358e+17,1.70911e+22,1.25122e+22,1.82922e+44,1.03527e+31,-4.29e+42,0.0359389,0.328414
guitar,5.51482e+08,2.32708e+17,2.12154e+21,1.52316e+21,2.738e+42,7.34368e+29,-1.94734e+40,0.0363904,0.210532
guitar,3.17366e+08,7.19054e+16,6.26455e+20,4.36929e+20,2.2858e+41,1.17084e+29,2.34719e+39,0.0881144,0.547627
guitar,1.53397e+08,1.4489e+16,1.47407e+20,9.98731e+19,1.21179e+40,1.20217e+28,-4.4995e+37,0.0502568,0.350718
guitar,1.83566e+09,2.34508e+18,5.10885e+22,2.24682e+22,7.60911e+44,3.42057e+31,2.19972e+43,0.217159,0.165984
guitar,3.70163e+08,8.1065e+16,7.3963e+20,3.74991e+20,1.97482e+41,1.06763e+29,1.45767e+39,0.0449494,0.407192
guitar,1.51465e+08,1.63062e+16,1.57296e+20,1.13023e+20,1.50692e+40,1.44219e+28,1.4085e+38,0.0524599,0.319944
guitar,1.00025e+09,6.33051e+17,1.66757e+22,1.1526e+22,1.59768e+44,9.17062e+30,2.93805e+42,0.0369949,0.303857
guitar,1.21577e+09,6.69503e+17,2.40433e+22,1.32227e+22,2.35743e+44,1.08033e+31,3.14839e+42,0.0289382,0.361875
guitar,3.37299e+08,9.07068e+16,8.23506e+20,6.28492e+20,4.52134e+41,1.89181e+29,3.84665e+39,0.0480195,0.315211
guitar,1.80524e+08,2.153e+16,1.25564e+20,7.48142e+19,7.2508e+39,1.09722e+28,7.31424e+37,0.0590004,0.381269
hammer,1.87849e+07,1.74761e+14,7.54576e+17,2.91562e+17,1.3638e+35,3.84611e+24,-1.01416e+34,0.0841996,0.10356
hammer,2.66032e+07,4.30411e+14,1.81679e+18,7.12706e+17,8.06945e+35,1.47739e+25,-8.09601e+34,0.0957618,0.104867
hammer,2.66027e+07,4.30453e+14,1.82343e+18,7.09778e+17,8.07094e+35,1.4716e+25,2.47665e+34,0.0957618,0.104867
hammer,2.66032e+07,4.30411e+14,1.81679e+18,7.12706e+17,8.06945e+35,1.47739e+25,8.09601e+34,0.0957618,0.104867
hammer,2.65992e+07,4.30259e+14,1.9884e+18,8.42937e+17,1.08669e+36,1.74739e+25,-1.00207e+35,0.0957618,0.104867
hammer,2.24568e+09,4.2547e+18,8.34767e+22,5.1712e+22,3.39622e+45,1.05977e+32,-9.58426e+43,0.0428828,0.18855
hammer,2.63757e+07,5.88683e+14,1.3129e+18,8.22492e+17,8.54461e+35,1.98466e+25,2.00843e+34,0.12286,0.0808612
hammer,2.63757e+07,5.88683e+14,1.3129e+18,8.22492e+17,8.54461e+35,1.98466e+25,-2.00843e+34,0.12286,0.0808612
hammer,2.63802e+07,5.88905e+14,1.48426e+18,9.67922e+17,1.15992e+36,2.33744e+25,2.34764e+34,0.12286,0.0808612
hammer,3.45679e+07,8.34678e+14,2.62548e+18,1.21583e+18,2.17099e+36,3.5091e+25,-7.48918e+34,0.0840822,0.1198
hammer,3.45714e+07,8.34482e+14,2.65762e+18,1.21639e+18,2.1865e+36,3.48936e+25,4.82772e+34,0.0840822,0.1198
hammer,3.45732e+07,8.34569e+14,2.94489e+18,1.44191e+18,2.97087e+36,4.14077e+25,-4.79689e+34,0.0840822,0.1198
hammer,3.45714e+07,8.34482e+14,2.65762e+18,1.21639e+18,2.1865e+36,3.48936e+25,-4.82772e+34,0.0840822,0.1198
hammer,1.87829e+07,1.74516e+14,6.99409e+17,2.39331e+17,9.78815e+34,3.11664e+24,-2.69011e+33,0.0841996,0.10356
hammer,1.87793e+07,1.74609e+14,6.87978e+17,2.39329e+17,9.68397e+34,3.15492e+24,7.29246e+33,0.0841996,0.10356
hat,3.39917e+07,4.47916e+14,3.62421e+17,2.11081e+16,-8.44774e+32,-3.29041e+23,1.6416e+33,0.0373862,0.728858
hat,3.70181e+07,3.65884e+14,6.87156e+17,3.99437e+16,-4.62874e+33,-6.78875e+23,4.72941e+33,0.0370893,0.686359
hat,1.0172e+08,2.08241e+15,8.49323e+18,3.58493e+17,-1.88538e+35,-1.02875e+25,5.96455e+35,0.0278988,0.637036
hat,2.14235e+06,1.07798e+12,1.33088e+15,7.19515e+13,-1.61834e+28,-6.43387e+19,1.5292e+28,0.0805347,0.402388
hat,3.53315e+08,5.51656e+15,6.30953e+19,1.06143e+18,7.96392e+36,7.57906e+25,3.46819e+36,0.0230747,0.643209
hat,1.56125e+08,3.66059e+14,1.75655e+19,8.38416e+16,-1.00579e+35,-1.15764e+24,-1.53705e+34,0.0503508,0.540949
hat,8.39033e+07,3.6338e+14,2.40609e+18,2.77385e+16,1.9782e+33,-1.6546e+23,6.88759e+33,0.0254435,0.754462
hat,9.63613e+06,1.68781e+13,2.71807e+16,7.08581e+14,-3.09964e+30,-2.84992e+21,2.49596e+29,0.0500711,0.625334
hat,3.23119e+08,4.84436e+15,1.50196e+19,6.6476e+17,5.12468e+35,3.11027e+25,2.03704e+36,0.0278539,0.616602
hat,1.98159e+06,3.61225e+09,2.67078e+14,1.4153e+13,6.30436e+26,2.87945e+17,5.99749e+26,0.0621079,0.648759
hat,244562,1.52829e+09,2.82228e+12,1.75767e+11,2.77539e+22,-1.93521e+15,1.20645e+23,0.0962617,0.464611
hat,2.47254e+06,3.76642e+11,7.82864e+13,1.96409e+13,6.9344e+26,1.08922e+19,3.35109e+26,0.0532258,0.753036
hat,1.26352e+09,1.07948e+17,4.8805e+21,4.3204e+20,-6.19466e+41,-1.40409e+29,9.92205e+40,0.0209072,0.594442
hat,1.25105e+08,2.7464e+15,2.4936e+19,1.63605e+18,-6.14334e+36,-6.10583e+25,-8.45325e+36,0.0283559,0.677322
hat,2.23651e+08,8.81137e+15,5.22892e+19,1.35096e+18,6.12484e+36,8.29862e+24,9.56089e+36,0.0250682,0.652816
HCircle,4.60952e+08,5.22592e+16,2.44477e+20,1.06162e+19,-5.39903e+38,-2.41528e+27,-3.19259e+37,0.0192679,0.763542
HCircle,4.6847e+08,5.13811e+16,3.68778e+20,2.28827e+19,-1.55926e+39,-4.48973e+27,-1.40971e+39,0.0198377,0.762192
HCircle,4.63335e+08,5.04316e+16,3.43428e+20,1.8346e+19,-1.45577e+39,-4.11825e+27,-3.62601e+37,0.0200779,0.757764
HCircle,1.65049e+08,6.88432e+15,3.58049e+19,1.92731e+18,-4.60938e+36,-1.0234e+26,-1.53324e+37,0.0238321,0.728812
HCircle,4.19226e+08,4.4664e+16,2.42991e+20,1.2132e+19,-6.58595e+38,-2.56393e+27,1.24617e+37,0.0215103,0.720443
HCircle,4.77723e+08,4.84336e+16,3.07422e+20,1.48623e+19,-9.84722e+38,-3.23456e+27,-1.98909e+38,0.0177987,0.786874
HCircle,4.57371e+08,4.78599e+16,3.17929e+20,2.63696e+19,1.49349e+38,-2.31602e+27,-2.40984e+39,0.0209192,0.693247
HCircle,5.68972e+08,3.82788e+16,5.53592e+20,1.72064e+19,-7.18391e+38,-2.35104e+27,-1.51788e+39,0.0170439,0.773402
HCircle,3.96892e+08,5.31686e+16,1.45116e+20,9.06808e+18,-3.18166e+38,-2.05728e+27,-8.35407e+37,0.0187099,0.804904
HCircle,4.74091e+08,6.92618e+16,2.59088e+20,2.30627e+19,1.4741e+39,4.88565e+27,1.0026e+39,0.0143642,0.788717
HCircle,4.96168e+08,6.806e+16,3.39278e+20,4.81033e+19,5.56139e+39,1.0602e+28,-2.61441e+39,0.0181546,0.785288
HCircle,3.58416e+08,2.20178e+16,3.9077e+20,3.69891e+19,4.11026e+39,3.48108e+27,-1.69761e+39,0.0221367,0.665301
HCircle,4.31833e+08,3.12824e+16,2.54634e+20,1.16232e+19,-2.05321e+38,-1.52523e+27,-5.98073e+38,0.0196205,0.753823
HCircle,4.48424e+08,3.98133e+16,3.7193e+20,1.92283e+19,2.25802e+38,-1.0324e+27,-1.61033e+39,0.0185889,0.755959
HCircle,4.25703e+08,6.35966e+16,1.23977e+20,1.05776e+19,2.71981e+38,1.23673e+27,-2.69722e+38,0.0216798,0.7361
Heart,2.10421e+09,3.71969e+17,2.95361e+22,1.95138e+21,8.25892e+42,4.79765e+29,1.22989e+43,0.0166507,0.606488
Heart,2.19959e+09,9.40152e+17,1.56418e+22,5.8361e+20,-1.65822e+42,-5.23122e+29,5.99631e+41,0.0171688,0.57973
Heart,2.46491e+09,6.98417e+17,2.99996e+22,1.5717e+21,3.50735e+41,-1.00844e+29,1.07865e+43,0.015914,0.633235
Heart,2.27614e+09,6.68872e+17,2.47775e+22,1.1308e+21,-3.59772e+42,-8.24598e+29,-4.78373e+42,0.0175168,0.606844
Heart,2.50869e+09,7.86944e+17,3.01725e+22,2.48617e+21,-1.92004e+43,-1.87138e+30,9.74714e+42,0.015905,0.624376
Heart,2.56299e+09,7.30814e+17,2.63884e+22,1.45408e+21,-8.02622e+42,-1.04218e+30,4.08774e+42,0.0151286,0.656418
Heart,2.16145e+09,3.35698e+17,3.03113e+22,3.13117e+21,-2.32888e+42,-6.08567e+29,3.04154e+43,0.0189057,0.581525
Heart,2.33066e+09,1.02158e+18,1.06171e+22,7.10449e+20,-1.4086e+42,-4.9646e+29,1.3502e+42,0.0144165,0.700896
Heart,2.58734e+09,6.96264e+17,2.42978e+22,1.02026e+21,-4.49618e+42,-7.04233e+29,2.36421e+42,0.0141147,0.67161
Heart,2.60801e+09,6.66458e+17,2.22851e+22,6.507e+20,-2.14806e+42,-4.27979e+29,1.23518e+42,0.0135284,0.680706
Heart,2.18996e+09,1.19537e+18,7.20293e+21,7.96538e+20,-1.7561e+42,-7.71769e+29,7.45894e+41,0.0156985,0.707006
Heart,2.55792e+09,7.392e+17,2.63202e+22,1.4258e+21,-7.40369e+42,-9.80576e+29,4.63409e+42,0.0151434,0.655031
Heart,2.56221e+09,7.0195e+17,2.54825e+22,1.40184e+21,-2.5771e+42,-5.20824e+29,7.97235e+42,0.0153531,0.658572
Heart,2.18088e+09,3.93537e+17,1.21838e+22,6.91451e+20,-2.00511e+42,-4.33438e+29,8.55632e+40,0.0161665,0.648069
Heart,1.84482e+09,2.25738e+17,4.35088e+21,3.0744e+20,-2.59609e+41,-8.67401e+28,2.42973e+41,0.0170599,0.635509
horse,3.32942e+08,3.81158e+16,8.72734e+19,3.99376e+18,-1.80863e+37,6.97691e+26,-7.23346e+37,0.14433,0.186886
horse,4.63456e+09,5.60943e+18,1.66177e+23,1.01849e+20,4.00536e+41,2.02558e+29,-1.2303e+41,0.0426625,0.168544
horse,3.39931e+08,3.05726e+16,3.80936e+20,2.5894e+18,6.16788e+37,1.88717e+26,-5.30047e+37,0.118481,0.317559
horse,3.3996e+08,3.05778e+16,3.81865e+20,2.61515e+18,5.72836e+37,1.63317e+26,-5.95676e+37,0.136234,0.155513
horse,4.54034e+09,7.04896e+18,1.34265e+23,5.86714e+21,1.07219e+44,1.55684e+31,-1.24984e+44,0.0359526,0.333153
horse,4.7907e+09,8.10508e+18,1.38537e+23,6.61299e+21,1.42511e+44,1.8665e+31,-1.40553e+44,0.0357761,0.343009
horse,2.70781e+08,1.8946e+16,8.38625e+19,2.76039e+18,-3.18936e+37,2.02592e+26,-2.73261e+37,0.120214,0.333998
horse,4.79074e+09,8.10645e+18,1.3912e+23,7.39766e+21,1.62425e+44,2.09583e+31,-1.73029e+44,0.042508,0.17129
horse,2.77503e+08,4.01836e+16,1.33998e+20,2.20657e+19,1.17573e+39,3.90757e+27,2.39373e+38,0.0694518,0.373937
horse,2.77569e+08,4.01953e+16,1.43158e+20,2.67487e+19,1.62841e+39,4.78321e+27,2.9681e+38,0.0823426,0.167235
horse,2.71758e+08,1.74738e+16,9.09051e+19,1.91432e+18,-2.42611e+36,-2.06298e+26,-2.51364e+37,0.0736702,0.417112
horse,4.62688e+09,6.27445e+18,1.19909e+23,3.01631e+20,-7.27083e+41,-3.50218e+29,1.66192e+42,0.0367768,0.343862
horse,3.564e+09,5.58214e+18,1.42908e+23,2.24565e+22,1.2433e+45,4.87998e+31,2.69449e+44,0.0457937,0.342991
horse,3.56376e+09,5.5815e+18,1.45539e+23,2.33869e+22,1.32027e+45,5.00502e+31,3.44316e+44,0.0528559,0.153254
horse,3.32989e+08,3.81351e+16,9.00708e+19,2.02012e+18,-4.12079e+35,3.79625e+26,-2.72464e+37,0.125922,0.383099
horseshoe,1.19387e+06,9.09435e+09,4.94034e+13,2.25542e+13,-6.15106e+26,-1.957e+18,4.34115e+26,0.122388,0.577586
horseshoe,4.31958e+07,2.05619e+13,3.90321e+17,3.04061e+17,-9.24233e+34,-1.29738e+24,-4.92989e+34,0.0904559,0.34328
horseshoe,6.35402e+06,3.64951e+10,3.18853e+14,1.02905e+15,-5.08998e+29,3.45698e+19,-2.97288e+29,0.0976305,0.545738
horseshoe,5.87669e+06,1.83646e+10,1.37066e+15,3.7321e+12,2.65748e+26,4.80522e+17,-2.50783e+25,0.360013,0.265988
horseshoe,5.46406e+06,9.03563e+11,3.2893e+13,4.63583e+14,5.19778e+28,4.10023e+20,-2.3987e+28,0.392557,0.346002
horseshoe,7.79926e+08,1.08602e+16,6.87191e+20,5.74371e+20,-3.41808e+41,-5.27055e+28,1.15675e+41,0.0472001,0.338494
horseshoe,8.68162e+07,5.60965e+13,5.70244e+17,1.40375e+18,-1.15769e+36,1.03675e+25,4.86946e+35,0.0723689,0.370473
horseshoe,4.32048e+07,2.0493e+13,3.74398e+17,2.1821e+17,-6.23591e+34,-9.87794e+23,1.17723e+33,0.0969435,0.346417
horseshoe,5.40157e+07,5.27325e+13,8.43457e+17,8.11801e+17,-6.5909e+35,-5.77303e+24,1.29787e+35,0.161025,0.328745
horseshoe,5.2584e+07,3.23941e+12,1.95839e+17,2.22537e+17,-4.25589e+34,-3.84479e+23,1.8628e+34,0.0786997,0.452399
horseshoe,5.87661e+06,1.91321e+10,1.32835e+15,2.21021e+14,-9.43369e+28,2.29071e+19,7.37747e+28,0.372386,0.271498
horseshoe,1.35266e+07,5.09038e+12,1.91343e+16,5.36429e+15,-5.00772e+31,-1.14081e+22,2.11154e+31,0.125626,0.572271
horseshoe,6.23813e+06,1.71172e+11,8.86015e+14,3.22761e+14,-8.8757e+28,9.35054e+19,1.48031e+29,0.111209,0.514738
horseshoe,956367,1.21569e+10,3.09399e+13,1.4195e+13,-2.18219e+26,-1.42825e+18,2.0218e+26,0.154939,0.423224
horseshoe,6.35546e+06,3.49882e+10,3.477e+14,4.47064e+14,-8.17867e+28,7.88198e+19,1.56138e+29,0.106684,0.549928
jar,1.66648e+09,3.01678e+16,5.69044e+20,3.55099e+19,4.45572e+39,4.52309e+27,-2.37198e+39,0.0196824,0.385641
jar,2.61167e+09,5.6153e+17,2.36934e+21,1.09593e+19,-1.6206e+39,-2.74329e+27,7.0171e+38,0.0197117,0.47308
jar,2.61156e+09,5.61706e+17,2.51117e+21,6.5961e+18,6.885e+36,2.47274e+26,-8.48896e+38,0.0197117,0.47308
jar,2.61165e+09,5.61512e+17,2.54524e+21,6.925e+19,-1.83731e+39,4.12417e+28,-2.90152e+40,0.0197117,0.47308
jar,2.61167e+09,5.6153e+17,2.36934e+21,1.09593e+19,-1.6206e+39,-2.74329e+27,-7.0171e+38,0.0197117,0.47308
jar,8.98823e+08,1.84465e+17,7.44368e+18,4.76341e+18,-1.77732e+36,1.41809e+27,2.83085e+37,0.0201511,0.266064
jar,8.98757e+08,1.8452e+17,1.17559e+19,3.95038e+18,2.69207e+37,1.47167e+27,3.62428e+33,0.0201511,0.266064
jar,8.98815e+08,1.8457e+17,6.90373e+18,3.0294e+17,2.62366e+35,-5.02544e+25,-3.50855e+35,0.0201511,0.266064
jar,8.98757e+08,1.8452e+17,1.17559e+19,3.95038e+18,2.69207e+37,1.47167e+27,-3.62428e+33,0.0201511,0.266064
jar,4.09472e+08,3.7761e+16,2.31875e+19,7.44547e+17,-6.34052e+33,6.92541e+25,-3.0936e+36,0.0235762,0.180954
jar,4.09442e+08,3.77727e+16,2.33225e+19,5.81308e+17,1.71046e+36,9.98036e+25,-1.28674e+36,0.0235762,0.180954
jar,4.09442e+08,3.77727e+16,2.33225e+19,5.81308e+17,1.71046e+36,9.98036e+25,1.28674e+36,0.0235762,0.180954
jar,4.0944e+08,3.77718e+16,2.92736e+19,3.10768e+18,2.88015e+37,5.90622e+26,-7.00454e+36,0.0235762,0.180954
jar,1.66643e+09,3.01851e+16,5.53965e+20,3.04579e+19,1.61198e+39,4.95674e+27,3.61303e+39,0.0196824,0.385641
jar,1.66651e+09,3.02115e+16,5.738e+20,8.10261e+19,9.95333e+39,1.36738e+28,-1.43585e+40,0.0196824,0.385641
key,1.50252e+08,1.13143e+16,1.10682e+20,5.2904e+19,4.04802e+39,5.62684e+27,-4.62206e+37,0.0420103,0.253541
key,1.9006e+08,2.21649e+16,1.21541e+20,5.85711e+19,4.94031e+39,8.71191e+27,-1.21596e+38,0.0393782,0.218518
key,2.08314e+08,2.70993e+16,1.77814e+20,9.1644e+19,1.16913e+40,1.50855e+28,-4.17148e+38,0.0422963,0.236224
key,3.02004e+08,4.5752e+16,5.29601e+20,2.43621e+20,8.74989e+40,5.20891e+28,-1.2593e+39,0.0335979,0.295324
key,2.33577e+08,3.22666e+16,2.31133e+20,1.19146e+20,1.97641e+40,2.14009e+28,-5.62937e+38,0.036679,0.265452
key,2.65956e+08,3.71792e+16,4.66147e+20,2.0278e+20,6.22536e+40,3.90181e+28,-3.36508e+39,0.0353223,0.22324
key,1.34318e+08,8.02762e+15,5.7e+19,2.61613e+19,1.0098e+39,2.34289e+27,-2.99448e+37,0.0406651,0.222459
key,1.82814e+08,1.54137e+16,1.18183e+20,5.34585e+19,4.24914e+39,6.63669e+27,3.48996e+36,0.0367916,0.255056
key,1.95382e+08,2.21951e+16,1.81451e+20,8.79287e+19,1.11064e+40,1.30976e+28,3.6048e+37,0.0400415,0.221036
key,1.2821e+08,8.80436e+15,3.34384e+19,2.18646e+19,5.90618e+38,2.04689e+27,-2.62696e+37,0.041094,0.227609
key,2.33742e+08,2.74491e+16,3.84308e+20,2.12505e+20,6.0722e+40,3.51993e+28,-8.86185e+38,0.0392874,0.2442
key,1.74275e+08,1.81075e+16,1.2407e+20,5.99999e+19,5.17281e+39,8.06585e+27,-2.02473e+38,0.0417266,0.27172
key,2.48019e+08,3.16466e+16,4.38856e+20,1.96907e+20,5.78283e+40,3.49908e+28,-2.52276e+39,0.0362995,0.26617
key,1.74002e+08,1.92143e+16,1.0895e+20,5.51751e+19,4.26768e+39,7.58949e+27,-2.95173e+38,0.0432735,0.247303
key,2.14789e+08,3.26721e+16,1.93304e+20,1.1156e+20,1.63604e+40,2.00901e+28,-8.50763e+38,0.0415069,0.251142
lizzard,1.50443e+09,6.43728e+17,2.42091e+21,2.4937e+21,-1.34459e+42,-5.81358e+29,5.97774e+42,0.0586062,0.372153
lizzard,1.50677e+08,1.71358e+16,4.60489e+17,1.68769e+18,1.2253e+36,2.12019e+26,-8.43939e+35,0.108538,0.192988
lizzard,3.6331e+09,8.69229e+18,4.76584e+22,1.65337e+22,4.59332e+44,2.97251e+31,6.64485e+43,0.0736312,0.253739
lizzard,3.63149e+09,8.68519e+18,4.40254e+22,1.51901e+22,3.84707e+44,2.83666e+31,-7.94085e+43,0.0741407,0.253869
lizzard,3.64448e+09,8.75537e+18,4.56499e+22,1.6692e+22,4.51033e+44,3.19234e+31,9.42084e+43,0.0684237,0.199171
lizzard,6.89284e+08,5.38163e+16,2.12757e+20,4.41883e+20,-1.28807e+41,-1.02221e+29,-4.20218e+40,0.0667071,0.372803
lizzard,6.89262e+08,5.38059e+16,1.99612e+20,4.21843e+20,-1.08316e+41,-9.5654e+28,5.7027e+40,0.0658705,0.372395
lizzard,6.89341e+08,5.38079e+16,1.97934e+20,4.10962e+20,-1.07455e+41,-9.42983e+28,4.68134e+40,0.0772741,0.184509
lizzard,3.00995e+08,2.80462e+16,4.96841e+18,1.87754e+19,-1.49663e+38,-1.3148e+27,-1.02397e+38,0.0724248,0.373745
lizzard,3.01003e+08,2.80459e+16,7.01303e+18,2.23202e+19,-1.69389e+38,-5.32273e+26,2.22013e+38,0.0713302,0.373111
lizzard,3.01069e+08,2.80643e+16,4.59093e+18,1.72451e+19,-1.27152e+38,-9.99219e+26,-8.58907e+37,0.0846831,0.1848
lizzard,8.86541e+08,4.67994e+17,3.1455e+20,2.52846e+20,5.13445e+40,1.08712e+29,-4.9481e+40,0.0676409,0.250069
lizzard,8.74318e+08,4.55685e+17,5.63202e+20,5.36279e+20,2.37934e+41,1.72739e+29,-1.73928e+41,0.0660674,0.239974
lizzard,4.75525e+08,1.06413e+17,4.47578e+19,6.91885e+19,1.93092e+39,4.61912e+27,3.33103e+39,0.0718824,0.227731
lizzard,1.94243e+08,7.23878e+15,8.29241e+19,3.76205e+19,2.09727e+39,2.32843e+27,1.29199e+38,0.0769031,0.343606
